Rank,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
611,Nick Ward,MSU,35,18.9,4.6,7.1,0.648,0,0,1,3.1,5.1,0.621,1.7,2.3,2.7,4.4,7.1,0.5,0.3,1.3,12.4
612,Carl Pierre,UMass,33,31.2,4.3,9.6,0.443,2.8,5.9,0.472,1.1,1.3,0.818,1,2.1,0.3,1.9,2.2,1.1,0.6,0.3,12.4
613,Gabe Vincent,UCSB,32,29.1,4.3,9.6,0.45,1.7,4.6,0.377,2.1,2.6,0.805,1.2,2.9,0.1,1.8,1.9,3.2,1.1,0.2,12.4
614,Tarin Smith,DUQ,32,28.5,4.2,10,0.414,1.2,3.7,0.333,2.9,4.4,0.657,2.2,1.7,0.5,2.5,3,3.2,1,0.5,12.4
615,Aaron Brennan,IUPUI,30,27.3,4.7,10.1,0.464,1,2.8,0.345,2.1,2.6,0.797,1.8,2.6,1.3,3.2,4.5,1.6,1,0.6,12.4
616,Mack Smith,EIU,25,27.3,4.2,9.2,0.459,2.2,5.6,0.388,1.8,2.4,0.746,1.6,2.2,0.2,3.6,3.8,1.4,0.7,0.2,12.4
617,David DiLeo,CMU,36,33.6,3.9,10,0.39,2.7,7.6,0.349,1.9,2.4,0.805,0.8,1.8,1.9,4.8,6.6,1.4,0.9,0.2,12.4
618,Anders Broman,WIN,31,31.3,3.8,9,0.424,2.4,6.3,0.376,2.4,2.8,0.852,0.9,2.2,0.3,2.5,2.8,1.9,1.1,0.1,12.4
619,Fatodd Lewis,UTM,30,29.2,4.8,10.6,0.451,0.7,2.8,0.265,2.1,2.9,0.716,2,2.5,2.1,5.2,7.3,1.3,1,0.6,12.4
620,Shawn Williams,ECU,30,28.2,3.9,9.6,0.405,2.4,6.5,0.367,2.2,2.5,0.878,1.6,1.5,0.1,1.5,1.6,1.7,0.5,0,12.4
621,Kurk Lee,DREX,33,35.9,4.5,11.6,0.385,1.5,4.5,0.342,1.9,2.5,0.759,2.3,2.3,0.7,2.7,3.4,3.2,1.2,0.1,12.4
622,Olin Carter III,USD,34,34.8,4.2,10.7,0.39,2.6,7.2,0.357,1.4,1.8,0.79,1.1,2.5,0.3,2.8,3,1.6,1,0.6,12.4
623,Jacoby Ross,ASU,26,24.8,4,9.7,0.414,1.8,4.8,0.379,2.5,3.2,0.795,1.8,1.7,0.4,1.4,1.8,2.3,0.7,0,12.3
624,"Kerwin Roach, Jr.",UT,32,33.4,4.4,10,0.438,1.4,3.8,0.364,2.2,3.4,0.651,2.5,2.5,0.8,2.9,3.7,3.6,1.5,0.2,12.3
625,Tevin Foster,ACU,32,32.4,3.8,9.1,0.419,1.4,4.5,0.317,3.3,4.1,0.802,2.7,2.3,0.6,2.5,3.1,3.5,1.5,0.1,12.3
626,Raymond Spalding,U of L,36,27.6,5.1,9.4,0.543,0.1,0.5,0.263,2,3.2,0.64,1.7,3,3.1,5.5,8.7,1.3,1.5,1.7,12.3
627,Admon Gilder,TAMU,30,32,4.2,9.2,0.458,1.6,4,0.395,2.3,2.8,0.821,1.7,2.2,0.6,3.5,4.1,2.6,1.2,0.2,12.3
628,Miles Wright,DART,27,32.3,4.2,10.1,0.415,1.9,5.4,0.345,2.1,2.6,0.826,1.6,2.5,0.7,3.7,4.4,1.1,1.5,0.6,12.3
629,Josh Perkins,GU,37,32.9,4.2,9.6,0.439,2.2,5.7,0.393,1.6,2.2,0.753,2.1,2.5,0.5,2.6,3.1,5.3,1.2,0.1,12.3
630,Payton Henson,UVM,34,31.2,4.3,9.5,0.45,1.1,2.6,0.404,2.7,3.4,0.809,1.7,1.5,1.5,4,5.5,1.6,0.3,0.3,12.3
631,Gerdarius Troutman,FAU,31,27.1,3.9,9.4,0.418,2.4,5.8,0.414,2,2.3,0.875,0.7,0.8,0.5,2.1,2.5,1.1,0.9,0.1,12.3
632,"Marcus Shaver, Jr.",UP,32,28.4,4.2,10.2,0.414,1,3.9,0.266,2.8,3.3,0.858,1.6,2.2,0.2,3.1,3.3,2.3,1,0,12.3
633,"Ferron Flavors, Jr.",FU,33,31.3,4.1,11.5,0.354,2.9,8.6,0.336,1.3,1.8,0.741,0.8,1.9,0.5,3.1,3.6,1.1,0.6,0,12.3
634,Matt Harris,UML,30,31.3,3.6,9.2,0.394,2.4,6.6,0.371,2.6,3,0.867,1.7,2.4,0.3,3,3.3,0.8,0.9,0.1,12.3
635,Jae'sean Tate,OSU,34,29.6,5,9,0.557,0.3,1,0.314,1.9,3.2,0.591,2.2,3.2,1.3,4.9,6.2,2.9,1.1,0.6,12.3
636,Lamar Morgan,CSU,31,31.1,3.8,9.9,0.383,2.8,7.7,0.37,1.8,2.3,0.814,1.7,2.7,0.4,4.7,5.1,0.4,0.7,0.2,12.3
637,Jaire Grayer,GMU,32,30.7,4.5,11.2,0.397,2.1,5.9,0.354,1.2,1.7,0.727,1.5,2.1,1.8,5.5,7.2,1.3,1.3,0.8,12.3
638,Zach Braxton,WSU,30,28,4.4,8,0.554,0,0,0,3.4,5.1,0.662,1.3,2.7,1.7,6,7.8,1.3,0.3,1,12.3
639,David Collette,U of U,34,21.7,5,7.9,0.631,0.1,0.2,0.333,2.3,3.1,0.72,1.4,2.7,1.4,3.1,4.5,1.3,0.8,0.7,12.3
640,Daniel Simmons,SEMO,31,24.9,4.2,9.2,0.461,1.5,3.4,0.452,2.3,3.4,0.676,1.8,2.2,0.5,3.3,3.7,2,1,0.1,12.3
641,Dmitri Thompson,ELON,32,31.7,4.2,9.2,0.454,1.5,4,0.383,2.4,3.2,0.755,1.6,1.7,1.2,4.2,5.3,2.2,0.7,0.2,12.2
642,Damiyne Durham,CSUB,28,26.8,4.4,11.8,0.375,2.5,8,0.309,0.9,1.4,0.684,1.4,1.1,0.8,2.1,2.9,1.4,1.1,0.4,12.2
643,Steven Whitley,NSU,33,28.7,4.4,9.8,0.446,0.9,2.7,0.348,2.6,3.9,0.654,3.1,2.8,1.3,4.4,5.7,4.7,1.6,0.1,12.2
644,Shelton Mitchell,CLEM,33,33.4,3.7,9.3,0.399,1.5,4.1,0.368,3.3,3.8,0.857,2,1.4,0.4,2.6,3,3.6,0.8,0,12.2
645,Devin Watson,SDSU,33,31.3,3.9,9.7,0.408,1.5,3.8,0.389,2.9,3.8,0.754,1.8,1.4,0.5,2.1,2.6,3.8,1,0,12.2
646,Nate Navigato,U of T,34,32.6,3.9,8.6,0.451,2.8,6.5,0.427,1.7,2.2,0.784,0.6,1.5,0.8,3.4,4.2,1.7,0.4,0.5,12.2
647,Henry Caruso,SCU,31,36,3.9,8.1,0.48,1,2.7,0.361,3.5,4.1,0.843,1.4,1.7,2.4,4.6,7,1.7,1.2,0.2,12.2
648,A.J. Davis,UCF,31,33,3.8,8.8,0.436,1,2.9,0.33,3.6,5.2,0.689,2.1,2.1,1.9,5.6,7.6,2.2,0.9,0.4,12.2
649,Kevin McKay,CMU,34,27.1,4.5,8.2,0.554,0.4,1.1,0.378,2.7,3.2,0.861,1.9,2.5,2.9,3.6,6.5,1.9,1.8,0.6,12.2
650,De'Monte Buckingham,RICH,30,31.7,4,9.1,0.438,1.2,3.6,0.324,3,3.9,0.778,2.7,2.4,1.6,5.4,7,3.4,1,0.4,12.2
651,Randy Haynes,ODU,32,29.9,4.5,11.7,0.387,2,6.3,0.322,1.1,1.6,0.686,1.4,2.6,1,2.8,3.7,2.4,1.3,0.2,12.2
652,Alessandro Lever,GCU,34,21.3,4.1,9.1,0.453,0.8,2.4,0.321,3.2,4.1,0.766,1.7,2.6,1.2,3.1,4.4,1.2,0.4,0.4,12.2
653,Joseph Chartouny,FORD,29,36,3.9,10.6,0.371,1.4,4.9,0.284,2.9,4.2,0.697,2.4,2.4,0.8,4.8,5.6,4.6,3.3,0.3,12.2
654,Brian Dawkins,ELON,29,28.3,4.9,9.9,0.493,1.3,4,0.325,1.1,1.8,0.608,1.2,2.5,1.1,4.3,5.4,1.2,0.4,0.3,12.2
655,Jordan Walker,MSU,29,31.6,3.8,10,0.384,1.5,4.5,0.331,3,4.1,0.739,2.6,2.9,0.7,2.5,3.2,2.7,1.2,0.3,12.2
656,Dusan Ristic,U of A,35,27.1,5.1,8.9,0.569,0.2,0.4,0.4,1.8,2.3,0.79,1.3,2.4,2.1,4.9,6.9,0.9,0.4,0.5,12.2
657,Jehyve Floyd,HC,31,29.8,5.3,8,0.668,0,0,0,1.5,3.1,0.485,2.3,3.4,1.1,4.5,5.6,1.6,0.9,2.2,12.2
658,Lavelle Scottie,AF,31,26.6,4.7,10.2,0.457,1.2,3.4,0.352,1.6,2.2,0.725,2.2,2.3,1.5,2.9,4.4,1.4,0.7,0.5,12.2
659,Justin Simon,STJ,33,36.1,4.6,9.7,0.473,0.5,1.1,0.417,2.5,3.8,0.661,2.9,2.7,1.2,5.9,7.1,5.1,2.5,0.8,12.2
660,Shawn Johnson,UIW,28,32.1,3.8,9.3,0.406,2.1,5.8,0.36,2.5,3.5,0.707,1.5,2.4,1.1,5.7,6.8,1.9,1.5,1.6,12.1
661,Joseph Lopez,SHU,30,26.7,5.2,10.9,0.482,0,0.6,0.053,1.6,3.6,0.45,2.1,2.6,3.5,5.7,9.2,0.9,0.6,0.4,12.1
662,Jackson Rowe,CSUF,31,30,4.4,7.5,0.581,0.8,1.9,0.414,2.6,3.3,0.777,2.1,2.3,1.4,5.4,6.7,1.6,0.9,1,12.1
663,Luka Garza,UI,33,21.7,4.4,7.9,0.557,0.5,1.4,0.348,2.8,4.1,0.681,1.1,2.4,2.4,4,6.4,1.1,0.3,1,12.1
664,Jose Alvarado,GT,25,35,4,8.8,0.448,1.6,4.3,0.37,2.6,3.2,0.802,2.4,2.4,0.6,3.1,3.7,3.1,1.7,0.1,12.1
665,Micheal Warren,CSUN,27,31.3,4,9.1,0.441,1.4,3.8,0.379,2.7,3.1,0.847,1.9,3.4,0.7,5.4,6.1,1.9,1.2,0.4,12.1
666,Glenn Sanabria,SFC,29,30.1,4.2,9.6,0.441,2.3,5.5,0.412,1.3,2.2,0.609,1.1,2.1,1,2.2,3.2,3.1,1,0.3,12.1
667,Tyler Jones,UMES,32,29.4,4.4,10.6,0.418,0.7,2.9,0.239,2.5,3.5,0.717,1.7,2.3,1.6,3.4,5,0.6,0.4,0.6,12.1
668,Kavion Pippen,SIU,33,27.3,5.4,9.8,0.551,0,0,0,1.2,1.9,0.651,1.6,2.8,1.8,4.2,5.9,0.9,0.7,1.4,12.1
669,Abdul Lewis,NJIT,28,29,4.3,8.4,0.508,0.4,0.9,0.4,3.1,4.8,0.657,3,2.9,3.2,5.6,8.8,2,0.4,0.9,12.1
670,Tahjai Teague,BSU,32,25.5,4.7,8.8,0.53,0.2,1.4,0.152,2.5,3.9,0.653,1.5,2.6,1.8,5.7,7.5,1.2,1.2,0.9,12.1
671,Sean Lloyd,SIU,33,34.7,4.3,9.2,0.47,0.9,2.3,0.377,2.6,3.5,0.733,1.8,2.4,1.4,3.5,4.9,2.1,1.6,0.5,12.1
672,Brad Davison,UW,33,31.2,3.8,9.3,0.405,1.8,5.1,0.355,2.7,3.3,0.818,1.8,3.3,0.3,2,2.3,2.5,1.2,0,12.1
673,Conner Toolson,UVU,34,31.3,4.2,9.2,0.454,2.2,5.6,0.395,1.5,1.9,0.81,1.3,1.9,0.6,3.1,3.7,1.6,1.6,0.4,12.1
674,Lagerald Vick,KU,39,33.1,4.8,9.8,0.488,1.5,4.1,0.373,0.9,1.4,0.673,1.6,1.9,0.9,3.8,4.8,2.1,0.9,0.3,12.1
675,Vic Law,NU,27,31.6,4,9.7,0.418,1.9,4.9,0.383,2.1,2.5,0.824,1.7,2.7,1.1,4.7,5.8,2.2,1.1,0.6,12
676,Carson Williams,NKU,32,26.8,4.8,7.8,0.606,0.2,0.6,0.368,2.3,3.6,0.649,1.4,1.6,1.9,3.7,5.6,1.2,0.9,0.4,12
677,Dainan Swoope,ELON,32,33.3,3.6,10.6,0.343,2,6.6,0.302,2.8,3.4,0.824,2.2,2.2,0.3,2.8,3.1,3.9,1,0.2,12
678,Sedrick Barefield,U of U,32,29.2,3.8,9.5,0.401,1.8,5.1,0.354,2.6,3.1,0.847,1.8,1.3,0.2,1.9,2.2,2.5,0.8,0.1,12
679,Marvin Smith,UNCG,35,26.8,3.7,10.2,0.368,2.1,6.7,0.322,2.4,3.2,0.757,1.2,2.5,1.6,3.8,5.4,0.8,0.8,0.4,12
680,Dakota Mathias,PU,37,31.4,4.1,8.6,0.472,2.6,5.6,0.466,1.3,1.5,0.825,1.5,1.7,0.1,3.9,4.1,3.9,1.2,0.2,12
681,Kentrell Barkley,ECU,23,32.2,4.5,9.7,0.46,0.9,3.2,0.288,2.1,3.3,0.645,2.2,2.2,1.8,5.4,7.3,2.2,1.3,0.7,12
682,Matthew Wilson,USMA,30,24.6,5.2,8.8,0.597,0,0,0,1.5,3,0.511,1.7,2.4,1.8,3.9,5.7,0.5,0.3,0.2,12
683,Christian Terrell,FGC,35,29.3,4.4,8.5,0.52,1.6,3.8,0.41,1.5,1.9,0.818,2.2,1.4,0.9,4,4.9,2.9,0.8,0.3,12
684,Reed Tellinghuisen,SDSU,35,30.8,4,8.6,0.467,1.8,4.6,0.398,2.1,2.9,0.73,0.7,2.2,0.9,3.9,4.8,1.5,0.5,0.6,12
685,Devin Mitchell,GSU,35,28.4,4.1,9.2,0.446,2.8,6.3,0.447,0.9,1.4,0.66,1.4,2.4,0.3,2.2,2.5,1.9,0.7,0.2,12
686,Jordan Swopshire,CU,33,27.9,3.8,9.3,0.412,2.3,6.1,0.381,1.9,2.5,0.78,1.4,1.8,1.2,3.8,5,1.2,0.5,0.2,12
687,Koby Thomas,RMU,33,26.8,4.4,10,0.439,0.6,2.4,0.241,2.6,4.1,0.642,1.9,1.8,2.2,4.7,6.9,0.6,0.6,0.2,12
688,Cameron Jackson,WC,31,23.2,5.1,8.5,0.601,0,0.1,0,1.8,2.9,0.611,1.7,3.2,1.8,4.1,5.9,1.5,1.8,1.5,12
689,Jahlil Jenkins,FDU,31,33.8,4.3,9.9,0.435,1.1,3.5,0.309,2.2,3.3,0.683,2.3,1.5,0.3,2.4,2.7,4.4,1.2,0,12
690,Deion Hammond,MU,31,25.3,4,9.6,0.411,2.5,6.3,0.392,1.6,2.4,0.671,1.3,2.2,0.5,1.8,2.4,0.9,0.8,0.2,12
691,Deionte Simmons,CSU,26,22.9,4.5,7.5,0.598,0,0,0,3,4.4,0.693,1.7,3,2.4,3.5,5.9,0.2,0.8,0.4,12
692,Zane Waterman,MAN,31,28.4,4.2,8.8,0.471,1.1,3.1,0.361,2.5,3.9,0.636,2.2,2.5,2,4.6,6.6,1.1,0.6,0.4,11.9
693,Jordan Burns,CU,31,27.3,4.4,10.1,0.43,1.4,3.7,0.362,1.9,2.5,0.763,2.5,1.4,0.5,2.2,2.6,2.9,0.8,0.1,11.9
694,Logan McIntosh,UMES,29,35.6,3.8,10,0.381,0.9,3.2,0.293,3.3,4.4,0.752,2.9,1.5,0.7,3.3,4,4.6,1,0.1,11.9
695,Ike Smith,GSU,28,25.3,4.5,11.4,0.393,1.5,5.1,0.292,1.5,2.7,0.56,2.2,2.3,0.6,3.6,4.2,0.9,0.5,0.7,11.9
696,Taylor Johnson,DART,27,28.7,4.4,8.6,0.519,1.1,3.1,0.349,2,2.6,0.746,2.8,2.1,0.6,3.1,3.7,2.9,1,0.1,11.9
697,Keyshawn Woods,WF,28,25.7,4.2,9.6,0.439,1.3,3.5,0.374,2.1,2.5,0.845,1.6,1.9,0.5,2,2.5,1.9,0.8,0,11.9
698,Christian James,OU,31,30.2,4.3,9.3,0.458,1.9,5.1,0.365,1.5,1.9,0.767,1.5,2.7,1.1,3.3,4.4,1.5,1.1,0,11.9
699,Alan Herndon,UW,33,31.9,4.4,8.6,0.512,1.4,4.1,0.336,1.7,2.8,0.609,1.3,2.4,0.9,4.8,5.7,2,0.8,2.2,11.8
700,Tyson Ward,NDSU,32,27.8,4.4,9.4,0.467,1.1,3.4,0.33,1.9,2.5,0.762,2.5,2.2,1.1,4.8,5.9,2.6,0.8,0.3,11.8
501,Rodney Chatman,UTC,30,32.3,4.4,9.6,0.453,1.4,4.2,0.339,3.1,4,0.782,3,2.9,0.3,3.8,4.1,4.5,1.2,0.5,13.3
502,Kyvon Davenport,UM,34,29.2,4.5,8.8,0.51,1.1,3.2,0.355,3.1,4.5,0.693,1.6,2.8,2.1,4.1,6.1,0.8,0.6,1.2,13.3
503,Justin Bibbs,VT,31,32.8,5,10.3,0.487,2.1,5.4,0.398,1.1,1.5,0.745,1.2,1.5,0.2,2.3,2.5,1.5,0.6,0.2,13.3
504,Jon Axel Gudmundsson,DAV,33,35.8,4.4,9.5,0.46,1.9,4.7,0.406,2.6,3.3,0.796,2.2,1.7,0.4,5.6,6,5.1,1.3,0,13.2
505,Clayton Custer,L-IL,33,32.9,4.8,9.2,0.528,1.8,4,0.451,1.7,2.2,0.77,2.2,1.7,0.2,1.9,2.2,4.1,1.5,0.1,13.2
506,Alpha Diallo,PROV,32,30.7,5,10.7,0.466,0.5,2.2,0.214,2.8,3.8,0.733,1.9,2.9,2.2,4.4,6.6,2.3,1,0.3,13.2
507,Jared Harper,AU,34,30.5,3.3,9.1,0.36,1.8,5.1,0.355,4.9,5.9,0.822,2.1,1.9,0.4,2,2.4,5.4,1.2,0,13.2
508,Jaren Lewis,ACU,32,31.2,5,9.1,0.548,0.4,1.1,0.361,2.8,3.6,0.791,2.3,2.4,2.4,5.2,7.7,1.8,1.6,0.9,13.2
509,Drew Eubanks,OSU,32,31.3,5.1,8.2,0.624,0,0,0,2.9,4.2,0.701,1.8,2.7,1.8,5,6.8,1.1,0.5,1.7,13.2
510,Kahron Ross,LU,30,32.8,4.9,9.8,0.502,1.3,3,0.427,2.1,2.9,0.724,1.8,2.1,0.5,2.5,3,4.2,1.4,0.2,13.2
511,Kenrich Williams,TCU,32,36,4.8,10.2,0.477,1.4,3.6,0.395,2.1,3,0.688,2,2.5,2.8,6.5,9.3,3.9,1.8,0.5,13.2
512,Trey Porter,ODU,32,23.6,4.6,7.8,0.586,0,0,1,4,6,0.67,1.3,2.8,2.5,3.7,6.2,0.5,0.5,1.3,13.2
513,Jordan Dartis,OU,29,30.6,4.3,9.9,0.431,2.7,6.3,0.424,1.9,2.2,0.846,1.4,2,0.4,3.1,3.6,2.1,1.2,0.1,13.1
514,Dedric Boyd,EKU,24,27.1,4.3,12.2,0.352,1.4,5,0.281,3.1,3.8,0.833,2.5,2,0.6,2.7,3.3,2,0.9,0.1,13.1
515,A.J. Brodeur,PENN,33,31,5.4,10.1,0.536,0.6,2.1,0.286,1.7,2.7,0.611,2.5,2.7,1.8,5.4,7.2,2.5,0.9,1.2,13.1
516,Malcolm Drumwright,JSU,36,34.2,4.5,11.2,0.4,2,5.6,0.361,2.1,2.5,0.843,1.3,2,0.4,2.1,2.5,3.6,0.7,0.1,13.1
517,Sean Hoehn,SHU,30,33.4,4.4,11.1,0.396,1.6,5.2,0.312,2.7,3.4,0.792,2.6,2.5,0.7,3,3.6,4.2,1.4,0.1,13.1
518,Akolda Manyang,UVU,31,21.6,4.8,7.7,0.63,0,0,0,3.4,4.9,0.697,2.4,2.8,2.7,5.4,8.1,0.8,0.4,2.3,13.1
519,Jimond Ivey,AKR,32,33.1,4.4,11.1,0.399,1.9,5.6,0.339,2.3,3,0.763,2.4,2.7,1.2,4.5,5.7,3.5,1.1,0.4,13.1
520,Corey Davis,U of H,35,30.2,4.2,9.5,0.443,2.9,6.9,0.429,1.7,2.1,0.808,1.4,2,0.7,2.4,3.1,2.4,0.9,0,13.1
521,Kendall Smith,OSU,35,26.9,4.7,11.8,0.401,1.4,3.5,0.41,2.2,3.3,0.667,2.1,1.7,0.6,2.5,3.1,2.9,1,0,13.1
522,Harald Frey,MSU,32,32.3,4.2,9.7,0.428,2,5.3,0.374,2.8,3.6,0.765,1.7,1.7,0.3,2.8,3.1,3.2,0.8,0,13.1
523,Kendall Stephens,UNR,37,27.6,4.2,9.5,0.443,3.4,7.9,0.432,1.3,1.4,0.922,0.8,2.4,0.4,1.6,2.1,0.6,0.5,0.6,13.1
524,Tyler Hagedorn,USD,34,24.6,4.5,10.2,0.442,1.3,3.3,0.396,2.7,3.3,0.823,1.3,2.5,1.5,4.4,5.9,1.1,0.7,0.8,13
525,Jacob Evans,UC,36,30.8,4.5,10.5,0.427,1.7,4.5,0.37,2.4,3.2,0.754,1.8,2,1.4,3.3,4.7,3.1,1.3,1,13
526,Mike Thomas,UH,28,23.2,4.5,8,0.561,0.2,0.9,0.24,3.9,5.5,0.701,1.6,3.1,2,4,6,1.2,0.2,0.3,13
527,Matt Milon,W&M,31,30.4,4.3,8.9,0.486,2.5,5.8,0.428,1.9,2,0.921,1.1,1.7,0.4,2.4,2.7,1.1,0.6,0.2,13
528,Sam Logwood,UNM,26,25.7,4.7,9.5,0.492,0.2,0.4,0.364,3.5,4.4,0.8,2.3,2.6,1.8,3.4,5.2,1.5,0.5,0,13
529,Jared Wilson-Frame,PITT,32,28,4.4,11.8,0.375,2.3,7.2,0.32,1.8,2.2,0.829,2.2,2,0.8,2.8,3.5,1.6,0.5,0.1,13
530,Udoka Azubuike,KU,36,23.6,5.9,7.6,0.77,0,0,0,1.2,3,0.413,1.8,3,2.4,4.6,7,0.7,0.6,1.7,13
531,Donovan Fields,POLY,31,32.2,4.7,11.5,0.408,1.2,2.9,0.407,2.4,2.6,0.926,2.4,2.5,0.3,3,3.3,4.1,1.2,0.1,13
532,Charles Matthews,UM,41,30.1,5,10.1,0.495,0.8,2.6,0.318,2.1,3.8,0.558,2,2.1,1.3,4.2,5.5,2.4,0.7,0.6,13
533,George King,CU,32,28.5,4.4,10,0.445,1.9,4.9,0.395,2.1,2.7,0.782,2,2.4,1.8,6.1,7.8,1.1,0.5,0.7,12.9
534,Killian Tillie,GU,36,26.2,5,8.7,0.58,1.2,2.6,0.479,1.6,2.1,0.773,1.6,2.4,1.7,4.2,5.9,1.7,0.8,1,12.9
535,Kevin Zabo,KSU,34,28.8,4.6,10.8,0.421,1.3,4,0.321,2.5,3.2,0.787,1.9,2.9,0.6,2.6,3.2,2.4,1.1,0.1,12.9
536,B.K. Ashe,LONG,33,34.2,4.6,12.9,0.359,1.5,5.4,0.288,2.1,2.8,0.75,2.9,1.9,0.9,4.2,5.1,2.3,1.3,0.3,12.9
537,Josh Ajayi,USA,31,29.6,4.6,9.6,0.485,0.4,1.5,0.271,3.2,4.3,0.744,2.3,1.8,1.8,4.9,6.7,0.9,0.5,0.4,12.9
538,Mohamed Bamba,UT,30,30.2,4.9,9,0.541,0.5,1.7,0.275,2.7,4,0.681,1.5,2.5,3.2,7.3,10.5,0.5,0.8,3.7,12.9
539,Gary Clark,UC,36,28.5,4.4,8.4,0.526,0.8,1.7,0.435,3.2,4.4,0.741,1,2.1,3,5.7,8.7,2.1,1.4,1.2,12.9
540,"Daxter Miles, Jr.",WVU,36,28.6,4.4,9.9,0.447,1.7,4.9,0.347,2.3,3.1,0.741,1.4,3.1,1.2,1.6,2.8,3.1,1.3,0,12.9
541,Loudon Love,WRST,35,27.8,5.3,10,0.533,0,0,0,2.3,4.2,0.541,2.4,2.7,3,6.7,9.7,1.1,0.8,1,12.9
542,T.J. Holyfield,SFA,35,27.2,4.8,8.7,0.548,0.8,1.9,0.412,2.5,3.4,0.748,2.7,2.9,2.4,4,6.3,0.9,1.1,1.3,12.9
543,Jordan Chatman,BC,34,36.8,4.1,9.9,0.415,2.6,6.5,0.395,2.1,2.3,0.899,0.8,1.7,0.5,2.5,2.9,1.6,0.6,0,12.9
544,Cedric Hankerson,BU,25,27.1,4.4,10.8,0.409,2,5.8,0.338,2.1,3.6,0.589,1.7,2.3,0.9,2.5,3.4,1.6,1.5,0.2,12.9
545,De'Riante Jenkins,VCU,33,29.5,4.5,10.4,0.433,2.4,5.7,0.418,1.5,1.9,0.75,2.5,1.9,0.8,2.9,3.7,2.5,1.3,0.2,12.9
546,Muhammad-Ali Abdur-Rahkman,UM,41,34.9,4.4,10.1,0.431,1.8,4.8,0.374,2.4,3.1,0.752,0.7,1.6,0.7,3.2,3.9,3.2,0.9,0.2,12.9
547,"Steven Haney, Jr.",LMU,24,30.4,4,10.4,0.384,2.8,6.7,0.412,2.1,2.8,0.773,1.2,2,0.2,2.1,2.4,1.5,0.8,0,12.9
548,Max Mahoney,BU,30,21,5.4,9,0.601,0,0,0,2,3.6,0.556,1.8,2.7,1.5,3.4,4.8,1.2,0.6,0.9,12.9
549,J.P. Macura,XAV,34,29.7,4.3,9,0.479,1.4,3.8,0.377,2.8,3.4,0.821,2,2.2,1.3,3.1,4.5,2.9,1.4,0.4,12.9
550,Malik Pope,SDSU,32,26.3,5.2,10.1,0.52,0.4,1.2,0.359,1.9,2.8,0.685,1.8,2.2,2.2,4.6,6.8,1.2,0.7,1.2,12.8
551,Daniel Norl,UNO,31,31.7,4.5,9.4,0.474,1.4,4,0.355,2.5,3.1,0.821,2.2,2.2,0.6,2.8,3.4,2.5,0.8,0.2,12.8
552,Phil Cofer,FSU,35,29.3,4.8,9.9,0.486,1.4,3.7,0.375,1.9,2.7,0.691,1.2,1.4,1.6,3.5,5.1,0.7,0.5,0.2,12.8
553,Isaac Copeland,UNL,33,30.7,4.8,10.2,0.472,1.2,3.4,0.369,1.9,2.8,0.696,1,1.7,1.7,4.4,6.1,1.2,0.8,1,12.8
554,Chris Lewis,HAR,32,26.2,5.4,8.9,0.601,0,0,0,2.1,3,0.688,1.8,2.8,1.9,3.6,5.5,1.2,0.5,1.5,12.8
555,Marlain Veal,SELU,34,33.7,4.1,9.2,0.446,1.1,2.9,0.36,3.5,4.6,0.753,3.4,2.3,0.9,4.3,5.2,6.1,1.9,0.1,12.8
556,Jamar Akoh,UM,34,25.9,4.6,8.1,0.57,0,0.1,0.2,3.5,5.2,0.667,2.1,3.3,2.4,4.3,6.6,1.1,0.9,0.7,12.8
557,Maurice Rivers,JSU,29,24.7,4.7,11.8,0.395,0.5,1.7,0.292,3,4.3,0.696,1.8,3.3,1.9,3.4,5.3,1.1,0.7,0.9,12.8
558,Fred Scott,RU,32,23.8,4.7,8.9,0.521,1,2.6,0.381,2.5,5.5,0.446,1.8,2.3,2.1,4.5,6.5,0.8,0.6,0.3,12.8
559,Jordan McLaughlin,USC,36,35.3,4.4,9.8,0.449,1.5,3.8,0.397,2.4,3.3,0.746,2.6,1.1,0.7,2.9,3.7,7.8,2,0.2,12.8
560,Brandon Better,SUU,31,24.1,4,10.5,0.38,2.2,5.7,0.384,2.6,3.1,0.845,2.2,2.1,0.4,2,2.4,1.3,0.9,0,12.8
561,Kalin Fisher,HU,33,30.5,4.8,10.9,0.442,1.2,3.5,0.333,1.9,2.3,0.831,1.6,1.7,0.7,4,4.7,2.1,0.6,0.1,12.8
562,Bennett Koch,UNI,31,24.2,4.3,7.8,0.556,0,0,0,4.1,5.6,0.734,2,2.3,1.9,4.2,6.1,0.5,0.7,0.8,12.7
563,Anthony Mathis,UNM,34,22.4,3.9,8,0.494,2.9,6.1,0.473,2,2.3,0.859,0.8,2.6,0.4,1.7,2.1,1,0.6,0.1,12.7
564,Zach Norvell,GU,37,27,4.3,9.5,0.455,2.1,5.6,0.37,1.9,2.4,0.8,1.6,2.1,1.1,2.8,3.9,2.3,1.1,0.1,12.7
565,Kajon Mack,TTU,32,34.6,4.1,10,0.414,1.2,3.8,0.317,3.3,4.2,0.772,1.9,2.4,1.2,3.9,5.1,3.9,1,0.4,12.7
